id,codigo,descripcion,marca,precio_actual,precio_actualizado
36844,R1092434-T,TENSOR DIST. FIJO -INA- 532023810-CLIO-KANGOO,RN,"66363,47","76317,99"
36845,R10924350R          ,TENSOR CORREA ALTERNADOR KANG/DUSTER/LOGAN/SAND,RN,"119082,0","136944,3"
36846,R10924350-          ,TENSOR CORREA ALT KANGOO/DUSTER/LOGAN/SANDERO,RN,"160175,52","184201,85"
36847,R10924351R,TENSOR POLY V MASTER 3 M9T 2.3 DCI 2013 ALTERNATIV,RN,"154921,0","178159,15"
36848,R10924353S,POLEA CORREA ALTERN.MASTER 2.3 DCI 13/,RN,"46463,76","53433,32"
36849,R10924355T          ,TENSOR DISTRIBUCION INA 531090610 KANGOO 1.5 Dci,RN,"153744,43","176806,09"
36850,R10924357F          ,POLEA ALTERNADOR KANGOO/CLIO/TWINGO 2 1.2 16V,RN,"57151,02","65723,67"
36851,R1092435-E          ,TENSOR POLEA DISTRIBUCION MOVIL  CLIO I 1.8 16V,RN,"39533,0","45462,95"
36852,R1092435-O,TENSOR MOVIL (S8U) ORIG MASTER,RN,"46449,9","53417,39"
36853,R1092435-S          ,POLEA MOV/DISTRIB.SKF-VKM 16112H- CLIO I 1.8 16V**,RN,"122151,21","140473,89"
36854,R1092435-T          ,POLEA MOV/DISTRIB INA -531006410- CLIO l 1.8 16v,RN,"450168,27","517693,51"
36855,R10924362O          ,TENSOR CADENA DISTRIBUCION ORIG LAGUNA III,RN,"69276,2","79667,63"
36856,R10924364F          ,POLEA ALTERNADOR CLIO/KANGOO/MEGANE/LAGUNA,RN,"24386,9","28044,94"
36857,R1092436-O,TENSOR POLY V CORREA A/A ORIG TWINGO/CLIO D7F/D4F,RN,"38425,8","44189,67"
36858,R1092436-R          ,POLEA DISTRIB. MOVIL R19 /21/CLIO DIESEL,RN,"50819,73","58442,69"
36859,R1092437-E          ,TENSOR DISTRIBUCION  MASTER 2.1 D /R18/R21/TR,RN,"39852,4","45830,26"
36860,R1092438-O,TENSOR CORREA AUX (K9K) ORIG LOG/SAND,RN,"46732,0","53741,8"
36861,R1092438-R          ,TENSOR DISTRIBUCION T/ORIG.R18/FUEGO/21/MAST2./90,RN,"37692,2","43346,03"
36862,R1092438-S          ,POLEA LIBRE DENTADA SKF-VKM 26125- CLIO I/II DSL**,RN,"52741,2","60652,38"
36863,R1092439-E          ,TENSOR POLEA DISTRIBUCION MOVIL R18 DS R21 2.0,RN,"49682,0","57134,3"
36864,R109243--N          ,TENSOR ARAÑA DE CHASIS      R 21,RN,"299,78","344,75"
36865,R109243--O,TENSOR CORREA POLI V (G8T) ORIG LAGUNA,RN,"35972,0","41367,8"
36866,R109243SKF          ,KIT POLY V SKF VKMA36201A SAND/LOG.1.6 K4M**,RN,"384541,29","442222,48"
36867,R10924338R          ,TENSOR DISTRIBUCION T/ORIGINAL MASTER 2.5 TD,RN,"46173,37","53099,38"
36868,R10924510O          ,KIT POLY V -ORIG- MEGANE /SCENIC F9Q 1.9 DTI,RN,"508306,55","584552,53"
36869,R1092453-O,SOPORTE ALTERNADOR (ALUM) ORIG,RN,"17045,0","19601,75"
36870,R1092461-S          ,TENSOR POLY V -VKM 36072-    MEG/CLIO II F4R/F9Q**,RN,"412744,5","474656,18"
36871,R10924611O,ALTERNADOR 14V-120A 6PK ORIG KOLEOS,RN,"1254425,0","1442588,75"
36872,R1092461-R,TENSOR POLY V MEGANE/SCENIC 2.0 16V F4R,RN,"137007,0","157558,05"
36873,R1092464-O,PORTA CARBONES ARRANQUE (K4M) ORIG CLIO II,RN,"26594,0","30583,1"
36874,R1092466-O,ALTERNADOR (K9K) ORIG MEGANE II,RN,"1493314,0","1717311,1"
36875,R1092468-O,ALTERNADOR (G8T) ORIG LAGUNA,RN,"1079145,0","1241016,75"
36876,R109246SKF          ,KIT POLY V SKF VKMA 36072    MEG/CLIO II F4R/F9Q**,RN,"305918,6","351806,39"
36877,R109301A--          ,VARILLA LEVANTA VALVULAS (924)  R12 MOTOR 1.4 CC,RN,"7839,32","9015,22"
36878,R109301B--          ,VARILLA LEVANTA VALVULAS (943) R 9/11 MOTOR 1.6,RN,"8329,49","9578,91"
36879,R109301--S          ,VARILLA REGULACION VALVULA LIMITADORA     R9/11,RN,"985,9","1133,79"
36880,R10931102O,"BOTADOR VALVULA (3,14) (H4M) ORIG KANG/DUSTER",RN,"9091,0","10454,65"
36881,R10931106O,"BOTADOR VALVULA (3,22) (H4M) ORIG KANG/DUSTER",RN,"6636,0","7631,4"
36882,R10931108O,"BOTADOR VALVULA (3,18) (H4M) ORIG KANG/DUSTER",RN,"6415,0","7377,25"
36883,R10931109O,"BOTADOR VALVULA (3,02) (H4M) ORIG KANG/DUSTER",RN,"6415,0","7377,25"
36884,R10931110O,"BOTADOR VALVULA (3,08) (H4M) ORIG KANG/DUSTER",RN,"6218,0","7150,7"
36885,R10931112O,BOTADOR VALVULA (7.550) F8Q-F9Q 99/ K9K,RN,"14938,32","17179,07"
36886,R109311C--          ,BOTADOR MECANICO (552) R 19 DIESEL MOT.F8Q,RN,"6490,0","7463,5"
36887,R109311D--          ,BOTADOR MECANICO (558) R 19 GASOL. MOTOR F3P,RN,"8069,0","9279,35"
36888,R109311E--          ,BOTADOR MECANICO (563)(770) F8Q/F9Q 99/ K9K,RN,"8947,0","10289,05"
36889,R109311E3-          ,BOTADOR MECANICO (563)(785) F8Q/F9Q 99/ K9K,RN,"8947,0","10289,05"
36890,R109311E8-          ,BOTADOR MECANICO (563)(755) F8Q/F9Q 99/ K9K,RN,"8947,0","10289,05"
36891,R109311E-O,BOTADOR VALVULAS (F9Q) ORIG R19/CLIO,RN,"25445,0","29261,75"
36892,R109311M-O          ,BOTADOR VALVULA MASTER M9T 2.3 DCI,RN,"40324,05","46372,66"
36893,R109311--T          ,BOTADOR HIDRAULICO INA-420009910- CLIO-KANGOO- K4M,RN,"13696,33","15750,78"
36894,R109410--O,SEGURO CABLE ACELERADOR ORIG CLIO II,RN,"1022,0","1175,3"
36895,R109451--A          ,BULON REGISTRO VALVULA C/RANURA 8x1x30 TRAFIC DSL,RN,"2134,0","2454,1"
36896,R109535---          ,PASTILLA DE REG. VALVULAS (2.00) LISO  R 19,RN,"1558,0","1791,7"
36897,R109540---          ,PASTILLA DE REG. VALVULAS (2.25)  LISO  R 19,RN,"1558,0","1791,7"
36898,R109542---          ,PASTILLA DE REG. VALVULAS (2.35)  LISO  R 19,RN,"1558,0","1791,7"
36899,R109547---          ,PASTILLA DE REG. VALVULAS (2.55)  LISO  R 19,RN,"1558,0","1791,7"
36900,R109548---          ,PASTILLA DE REG. VALVULAS (2.60)  LISO  R 19,RN,"1558,0","1791,7"
36901,R109549---          ,PASTILLA DE REG. VALVULAS (2.65)  LISO  R 19,RN,"1558,0","1791,7"
36902,R109550---          ,PASTILLA DE REG. VALVULAS (2.70)  LISO  R 19,RN,"1558,0","1791,7"
36903,R109551---          ,PASTILLA DE REG. VALVULAS (2.75)  LISO  R 19,RN,"1558,0","1791,7"
36904,R109553---          ,PASTILLA DE REG. VALVULAS (2.85)  LISO  R 19,RN,"1558,0","1791,7"
36905,R109554---          ,PASTILLA DE REG. VALVULAS (2.90)  LISO  R 19,RN,"1558,0","1791,7"
36906,R109556---          ,PASTILLA DE REG. VALVULAS (3.00)  LISO  R 19,RN,"1558,0","1791,7"
36907,R109557---          ,PASTILLA DE REG. VALVULAS (3.05)  LISO  R 19,RN,"1558,0","1791,7"
36908,R109559---          ,PASTILLA DE REG. VALVULAS (3.15)  LISO  R 19,RN,"1558,0","1791,7"
36909,R109560---          ,PASTILLA DE REG. VALVULAS (3.20)  LISO  R 19,RN,"1558,0","1791,7"
36910,R109569---          ,PASTILLA DE REG. VALVULAS (3.65)  LISO  R 19,RN,"1558,0","1791,7"
36911,R109570---          ,PASTILLA DE REG. VALVULAS (3.70)  LISO  R 19,RN,"8224,76","9458,47"
36912,R109571---          ,PASTILLA DE REG. VALVULAS (3.75)  LISO  R 19,RN,"8224,76","9458,47"
36913,R109572---          ,PASTILLA DE REG. VALVULAS (3.80)  LISO  R 19,RN,"1558,0","1791,7"
36914,R109574---          ,PASTILLA DE REG. VALVULAS (3.90)  LISO  R 19,RN,"1558,0","1791,7"
36915,R109577---          ,PASTILLA DE REG. VALVULAS (4.05)  LISO  R 19,RN,"1558,0","1791,7"
36916,R109578---          ,PASTILLA DE REG. VALVULAS (4.10)  LISO  R 19,RN,"1558,0","1791,7"
36917,R109582---          ,PASTILLA DE REG. VALVULAS (4.30)  LISO  R 19,RN,"1558,0","1791,7"
36918,R109585---          ,PASTILLA DE REG. VALVULAS ( 4.45)  LISO R 19,RN,"8224,76","9458,47"
36919,R109587---          ,PASTILLA DE REG. VALVULAS ( 4.55 )  LISO  R 19,RN,"1558,0","1791,7"
36920,R109588---          ,PASTILLA DE REG. VALVULAS ( 4.60 )  LISO  R 19,RN,"1558,0","1791,7"
36921,R109589---          ,PASTILLA DE REG. VALVULAS ( 4.65 )  LISO  R 19,RN,"1558,0","1791,7"
36922,R109592---          ,PASTILLA DE REG. VALVULAS ( 4.80)  LISO  R 19,RN,"1558,0","1791,7"
36923,R109593---          ,PASTILLA DE REG. VALVULAS ( 4.85 )  LISO  R 19,RN,"1558,0","1791,7"
36924,R109595---          ,PASTILLA DE REG. VALVULAS ( 4.95 )  LISO  R 19,RN,"1558,0","1791,7"
36925,R109597---          ,PASTILLA DE REG. VALVULAS ( 5.05 )  LISO  R 19,RN,"1558,0","1791,7"
36926,R109598---          ,PASTILLA DE REG. VALVULAS ( 5.10 )  LISO  R 19,RN,"1558,0","1791,7"
36927,R1096018-O,VALVULAS ESCAPE (G9U) ORIG MASTER II,RN,"47039,0","54094,85"
36928,R1096019-O,VARILLA COMANDO CERRADURA PTA DEL ORIG CLIO II,RN,"13835,0","15910,25"
36929,R109601---          ,PASTILLA DE REG. VALVULAS ( 2.45 )  CON TETON,RN,"2701,0","3106,15"
36930,R1096011--          ,VALVULA ADMISION MOTOR K4M 1.6,RN,"18049,53","20756,96"
36931,R1096014--          ,VALVULA ADMISION LAGUNA/MEG 8V F3P/F3R 1.8-2.0,RN,"5951,0","6843,65"
36932,R1096015--          ,VALVULA ADMISION EXP/CLIO/R19 F8Q 1.9 DSL,RN,"30950,85","35593,48"
36933,R1096016--          ,VALVULA ADMISION CLIO II K9K 8V 1.5 DSL,RN,"15292,44","17586,31"
36934,R109602---          ,PASTILLA DE REG. VALVULAS ( 2.50 )  CON TETON,RN,"2701,0","3106,15"
36935,R109604---          ,PASTILLA DE REG. VALVULAS ( 2.60 )  CON TETON,RN,"2701,0","3106,15"
36936,R109606---          ,PASTILLA DE REG. VALVULAS ( 2.70 )  CON TETON,RN,"14256,25","16394,69"
36937,R109607---          ,PASTILLA DE REG. VALVULAS ( 2.75 )  CON TETON,RN,"14256,25","16394,69"
36938,R109610---          ,PASTILLA DE REG. VALVULAS ( 2.90 )  CON TETON,RN,"2701,0","3106,15"
36939,R1096118-O,VALVULAS ADMISION (2TR) ORIG KOLEOS,RN,"172221,0","198054,15"
36940,R109611---          ,PASTILLA DE REG. VALVULAS ( 2.95)  CON TETON,RN,"2701,0","3106,15"
36941,R1096111--          ,VALVULA ESCAPE MOTOR K4M 1.6 16V,RN,"21465,16","24684,93"
36942,R10961110O,JUEGO VALVULA/RETENES/CASQUILLOS (H4M) ORIG DUSTER,RN,"494201,0","568331,15"
36943,R10961112O,JUEGO SEGURO VALVULAS D4F ORIG CLIO II / MIO,RN,"3114,0","3581,1"
36944,R1096114-O,RESORTE VALVULAS (C2L) ORIG R 21,RN,"10761,0","12375,15"
36945,R1096115--          ,VALVULA ESCAPE EXP/CLIO/R19/ F8Q 1.9 DSL,RN,"34163,51","39288,04"
36946,R1096117-O,JGO VALVULA ESCAPE C/RETEN  (H4M) ORIG DUSTER,RN,"46732,0","53741,8"
36947,R109619---          ,PASTILLA DE REG. VALVULAS ( 3.35 )  CON TETON,RN,"2701,0","3106,15"
36948,R109625---          ,PASTILLA DE REG. VALVULAS ( 3.65 )  CON TETON,RN,"2701,0","3106,15"
36949,R109626---          ,PASTILLA DE REG. VALVULAS ( 3.70 )  CON TETON,RN,"2701,0","3106,15"
36950,R109628---          ,PASTILLA DE REG. VALVULAS ( 3.80 )  CON TETON,RN,"2701,0","3106,15"
36951,R109632---          ,PASTILLA DE REG. VALVULAS ( 4.00 )  CON TETON,RN,"2701,0","3106,15"
36952,R109634---          ,PASTILLA DE REG. VALVULAS ( 4.10 )  CON TETON,RN,"2701,0","3106,15"
36953,R109635---          ,PASTILLA DE REG. VALVULAS ( 4.15 )  CON TETON,RN,"2701,0","3106,15"
36954,R109636---          ,PASTILLA DE REG. VALVULAS ( 4.20 )  CON TETON,RN,"2701,0","3106,15"
36955,R109638---          ,PASTILLA DE REG. VALVULAS ( 4.30 )  CON TETON,RN,"2701,0","3106,15"
36956,R109639---          ,PASTILLA DE REG. VALVULAS ( 4.35 )  CON TETON,RN,"2701,0","3106,15"
36957,R109641---          ,PASTILLA DE REG. VALVULAS ( 4.45 )  CON TETON,RN,"2701,0","3106,15"
36958,R109642---          ,PASTILLA DE REG. VALVULAS ( 4.50 )  CON TETON,RN,"14256,25","16394,69"
36959,R109646---          ,PASTILLA DE REG. VALVULAS ( 4.70 )  CON TETON,RN,"2701,0","3106,15"
36960,R1096511--          ,TRABA DE VALVULAS CLIO II/MEG/KANG/K9K/F4R/G9U/M9T,RN,"2991,51","3440,24"
36961,R1096752-S          ,JUEGO RETENES VALVULAS x8 (2544)-SABO-M1.8/2.0/2.2,RN,"22383,36","25740,86"
36962,R1096753-S          ,JUEGO RETENES VALVULAS(x8)(2919)-SABO-R12 M1.4/1.6,RN,"25891,2","29774,88"
36963,R1096754-O,RETEN VALVULAS (D7D/D7F) ORIG,RN,"4893,0","5626,95"
36964,R1096755-S          ,JUEGO RETENES VALVULAS(x16)(9301)-SABO-CLIO/KANGOO,RN,"43096,32","49560,77"
36965,R1096756-S          ,JUEGO RETENES VALVULAS(x16)(9302)-SABO-CLIO/KANGOO,RN,"39287,81","45180,98"
36966,R1096757-O,RETEN VALVULA (K7M) ORIG LOGAN / SANDERO II,RN,"6409,0","7370,35"
36967,R1096758-O          ,JUEGO RETENES VALVULA ORIG KWID,RN,"8724,84","10033,57"
36968,R109675--S          ,JUEGO RETENES VALVULAS(x8)(4245)-SABO-R6/4/12 M1.3,RN,"11692,8","13446,72"
36969,R1150172-O,ARBOL SECUNDARIO (ND0) (F4R) ORIG SCENIC II,RN,"1265839,05","1455714,91"
36970,R115017C--          ,CONJ.ARBOL AUXILIAR Y PIÑON TRAFIC/R18 N/DSL,RN,"39822,07","45795,38"
36971,R115105---          ,ENGRANAJE COMANDO BOMBA ACEITE R4/6/9/11/12/19,RN,"31050,0","35707,5"
36972,R11510510F          ,BOMBA ACEITE 6627      EXPRESS/MEG 1.9 A ENGRANAJE,RN,"184652,57","212350,46"
36973,R11510510I          ,BOMBA ACEITE     EXPRESS/MEGANE 1.9 A ENGRANAJE,RN,"101491,0","116714,65"
36974,R11510513F          ,BOMBA ACEITE 6614    R 12 1.3-1.4 C/CHUPADOR.CHICO,RN,"130205,13","149735,9"
36975,R11510518F          ,BOMBA ACEITE 6630         R19 (1.7-1.8) /LAGUNA1.8,RN,"178671,05","205471,71"
36976,R11510518I          ,BOMBA ACEITE    R19 (1.7-1.8)/LAGUNA  1.8,RN,"121789,0","140057,35"
36977,R11510519F          ,BOMBA ACEITE 6628                 CLIO 1.6 16v K4M,RN,"196306,64","225752,64"
36978,R11510519Z,BOMBA ACEITE IMP. CLIO 1.6 16v K4M*70193,RN,"229974,77","264470,99"
36979,R1151051-F          ,BOMBA ACEITE 6615            R18/FUEGO 2.0/2.2/2.1,RN,"238993,94","274843,03"
36980,R1151051-I          ,BOMBA ACEITE   R18/FUEGO  2.0/2.2/2.1,RN,"178817,0","205639,55"
36981,R1151051-O,BOMBA ACEITE (K4M) ORIG KANGOO,RN,"272068,75","312879,06"
36982,R1151051-Z,BOMBA ACEITE IMP. (K4M) KANGOO*70235,RN,"259642,68","298589,08"
36983,R11510520F          ,BOMBA ACEITE 6631   M. K7M MEG//CLIO/KANGOO 1.6,RN,"165377,55","190184,18"
36984,R11510520Z,BOMBA ACEITE IMP. K7M KAN/CLIO II *70192,RN,"179665,38","206615,19"
36985,R11510521F          ,BOMBA ACEITE 6638             LOGAN-SANDERO 1.6 8v,RN,"166955,28","191998,57"
36986,R11510521I          ,BOMBA ACEITE    LOGAN/SANDERO 1.6 8V,RN,"115990,0","133388,5"
36987,R11510522F          ,BOMBA ACEITE 6632                     CLIO 1.2-1.4,RN,"232171,84","266997,62"
36988,R11510523F          ,BOMBA ACEITE 6633   MEGANE/CLIO/KANGOO K4M 22 DTES,RN,"141930,54","163220,12"
36989,R11510524F          ,BOMBA ACEITE 6643                LAGUNA-MASTER 2.5,RN,"285935,91","328826,3"
36990,R11510528Z,BOMBA ACEITE IMP. S/COLADOR CLIO II*70191,RN,"357851,0","411528,65"
36991,R1151052-F          ,BOMBA ACEITE 6626                     R9/11/19 1.6,RN,"122209,93","140541,42"
36992,R1151059-I          ,BOMBA ACEITE        R9/R11/   MOT.1.4,RN,"66307,5","76253,63"
36993,R115105--F          ,BOMBA ACEITE 6611               R6 / 12    1.3/1.4,RN,"122373,6","140729,64"
36994,R115105--I          ,BOMBA ACEITE   R4/6/12/18 GTL    1.3/1.4,RN,"67660,6","77809,69"
36995,R115105--O,BOMBA ACEITE (2TR) ORIG KOLEOS,RN,"314966,0","362210,9"
36996,R115105--Z,BOMBA ACEITE IMP. R4/6/12/18 GTL 1.3/1.4*70009,RN,"132946,58","152888,57"
36997,R1154411-S          ,JUNTAS TUBO DE AIRE (JGO.)          MOTOR K9K,RN,"13730,48","15790,05"
36998,R115441--O,JUNTA SERVO FRENO ORIG KOLEOS,RN,"9224,0","10607,6"
36999,R11556112A          ,FILTRO ACEITE-19347735- CLIO II 1.0 16V D4D,RN,"4305,0","4950,75"
37000,R11556117H,FILTRO ACEITE MAHLE  CLIO/KAN/MEG/LOG/SAN 1.6 16V ,RN,"7988,36","9186,61"
37001,R11556117O          ,FILTRO ACEITE (K9K/F8Q/K4M/H4M/F4R/K7M) ORIG,RN,"11048,0","12705,2"
37002,R11556118M          ,FILTRO ACEITE (UNID.SELLADA) -MAP 173- CLIO,RN,"18509,88","21286,36"
37003,R11556118O,FILTRO ACEITE (F8Q) ORIG CLIO / EXPRESS  1.9 D,RN,"7572,0","8707,8"
37004,R11556120E,FILTRO ACEITE   MASTER  M9T 2.3 DCI 13/19,RN,"13145,0","15116,75"
37005,R1155612-A          ,FILTRO ACEITE-1AFBO054 R19/MEG 1.6I/CLIO,RN,"22314,58","25661,77"
37006,R1155612-E,FILTRO ACEITE  R19/MEGANE /CLIO  1.6,RN,"7443,0","8559,45"
37007,R1155612-H,FILTRO ACEITE MAHLE R19/MEG 1.6I/CLIO,RN,"7990,58","9189,17"
37008,R1155612-M          ,FILTRO ACEITE -MAP 172- R19/R9/R11 1.6,RN,"14736,6","16947,09"
37009,R1155612-O          ,FILTRO ACEITE ORIGINAL R21 / F2N,RN,"17623,14","20266,61"
37010,R11556131O          ,FILTRO ACEITE ORIGINAL KWID 1.0 3 CILINDROS B4D,RN,"9235,17","10620,45"
37011,R11556134O,CARTUCHO ACEITE MOTRIO (F9Q) A/A  ORIG CLIO II,RN,"15986,0","18383,9"
37012,R11556135O,FILTRO DE ACEITE MOTRIO (079) (M20X1.5) ORIG,RN,"15986,0","18383,9"
37013,R11556136O,FILTRO DE ACEITE MOTRIO (S8U-S9W) ORIG MASTER II,RN,"49762,32","57226,67"
37014,R11556137O          ,FILTRO ACEITE ORIG KANGOO DOKKER 1.5 DCI K9K 18/,RN,"23085,15","26547,92"
37015,R11556139O,FILTRO ACEITE (C3L) ORIG CLIO,RN,"17832,0","20506,8"
37016,R1155613-A          ,FILTRO ACEITE -1AFBO007CLIOII/MIO/KWID/B4F/D4F/D7F,RN,"17281,56","19873,79"
37017,R1155613-E,FILTRO ACEITE RENAULT KANGOO 1.6 16 Val (K4M),RN,"6863,0","7892,45"
37018,R11556143O,FILTRO ACEITE (K9K) ORIG LOGAN / SANDERO II,RN,"150351,0","172903,65"
37019,R11556145O,FILTRO ACEITE MOTRIO (K9K) ORIG KANGOO,RN,"10946,0","12587,9"
37020,R1155615-M          ,FILTRO ACEITE -MAP 205-TW/D7F/D7D/D4F PLAST.ROSCA,RN,"15121,96","17390,25"
37021,R1155615-O          ,FILTRO ACEITE ORIG CLIO MIO/KWID D4F/D7F 1.2 16V,RN,"9235,17","10620,45"
37022,R1155616-O          ,PORTA FILTRO ACEITE CLIO/KAN/SYM/LOG/SAN ORIGINAL,RN,"213921,9","246010,19"
37023,R1155617-M          ,FILTRO ACEITE (UNID.SELLADA) -MAP 189- TWINGO 1.1,RN,"19819,2","22792,08"
37024,R1155617-O          ,FILTRO ACEITE ORIGINAL TWINGO/KANGOO/CLIO II,RN,"42419,28","48782,17"
37025,R1155618-E,FILTRO ACEITE CLIO II/FLUENCE/MEGANE D4F/M4R,RN,"6573,0","7558,95"
37026,R1155619-E,FILTRO ACEITE   MASTER II/LAGUNA II,RN,"11502,0","13227,3"
37027,R115561--M          ,FILTRO ACEITE -MAP 106- R4S/R6/R12 MVIEJO,RN,"17448,16","20065,38"
37028,R115561--O          ,PORTA FILTRO ACEITE ORIGINAL CLIOII/KANGOO/MEG K9K,RN,"204496,81","235171,33"
37029,R1155613-T          ,FILTRO ACEITE CLIO/KANGOO/LOGAN/SANDERO/MEGANE,RN,"10778,0","12394,7"
37030,R11561110O,VARILLA NIVEL ACEITE (F9Q) ORIG MEGANE,RN,"21764,0","25028,6"
37031,R11561112O,VARILLA NIVEL ACEITE (F3R-K7M) ORIG R19/CLIO II/ME,RN,"7253,0","8340,95"
37032,R11561113R          ,VARILLA NIVEL ACEITE 345mm       R 9/11  1.6,RN,"5760,56","6624,64"
37033,R11561114R          ,VARILLA NIVEL ACEITE 343mm         CLIO/19 INY.1.6,RN,"5760,56","6624,64"
37034,R11561115R          ,VARILLA NIVEL ACEITE             CLIO DIESEL,RN,"5760,56","6624,64"
37035,R11561116R          ,VARILLA NIVEL ACEITE           MEGANE 1.6,RN,"5760,56","6624,64"
37036,R11561117O,VARILLA NIVEL ACEITE (F4P) ORIG LAGUNA,RN,"15507,0","17833,05"
37037,R11561118O,VARILLA ACEITE (M9T) ORIG MASTER III,RN,"40892,0","47025,8"
37038,R11561119R          ,VARILLA NIVEL ACEITE 325mm      R19 RT 1.7  /98,RN,"5760,56","6624,64"
37039,R1156111-O,TUBO GUIA VARILLA ACEITE (H4M) ORIG LOG/SAND II,RN,"35356,0","40659,4"
37040,R11561122P          ,VARILLA NIVEL ACEITE PLASTICA CLIO2/KANG  K7M,RN,"4900,0","5635,0"
37041,R11561123O,VARILLA NIVEL ACEITE (K9K) ORIG MEGANE II,RN,"49359,8","56763,77"
37042,R11561123P          ,VARILLA NIVEL ACEITE (PLAST) CLIO2/KAN DSL K9K 1.5,RN,"4900,0","5635,0"
37043,R11561123R          ,VARILLA NIVEL ACEITE          KANGOO 1.9 DIESEL,RN,"5760,56","6624,64"
37044,R11561125O,VARILLA NIVEL ACEITE (F8Q) ORIG TRAFIC,RN,"14364,0","16518,6"
37045,R11561126R          ,VARILLA NIVEL ACEITE  MEGANE 2.0  F4R   16V,RN,"5760,56","6624,64"
37046,R11561127R          ,VARILLA NIVEL ACEITE  MEGANE 1.6   /97,RN,"5760,56","6624,64"
37047,R11561129P          ,VARILLA NIVEL ACEITE CLIO II 1.2   MOTOR D4F,RN,"6190,0","7118,5"
37048,R1156112-O,TUBO GUIA VARILLA NIVEL ACEITE (F9Q) ORIG MEGANE,RN,"1856,0","2134,4"
37049,R11561130O          ,VARILLA NIVEL ACEITE ORIG.( METAL) CL2/KANG/K9K,RN,"150327,89","172877,07"
37050,R11561131R          ,VARILLA NIVEL ACEITE MEGANE II/CLIO II/SYMB 1.6,RN,"5760,56","6624,64"
37051,R11561134O,VARILLA NIVEL ACEITE (M4R) ORIG FLU/MEG III,RN,"7771,0","8936,65"
37052,R11561134T          ,VARILLA NIVEL ACEITE    MGR/M4R FLUENCE/MEGANE III,RN,"2316,71","2664,22"
37053,R1156113-R          ,VARILLA NIVEL ACEITE 300mm        TRAF DIESEL,RN,"5760,56","6624,64"
37054,R1156115-O,VARILLA NIVEL ACEITE (METAL) (F9Q) ORIG MEGANE,RN,"39566,73","45501,74"
37055,R1156116-R          ,VARILLA NIVEL ACEITE 350mm        R18 FULL/R21 2.0,RN,"5760,56","6624,64"
37056,R1156118-R          ,VARILLA NIVEL ACEITE 340mm          R 11/FUEGO 1.4,RN,"5760,56","6624,64"
37057,R1156119-R          ,VARILLA NIVEL ACEITE            MEGANE 2.0,RN,"5760,56","6624,64"
37058,R115721--X          ,CONECTOR FILTRO DE ACEITE IMP. CLIO2/MEG2**,RN,"44655,8","51354,17"
37059,R1170211-I,ENFRIADOR DE ACEITE IMP. KANG3/FLU/MEG3 K9K M/N,RN,"111157,0","127830,55"
37060,R1170211-O,ENFRIADOR DE ACEITE KANGOO3/ FLU/MEG3 K9K M/N,RN,"265114,27","304881,41"
37061,R1170213-O,ENFRIADOR ACEITE (F4R) ORIG LAGUNA II,RN,"355966,0","409360,9"
37062,R1170214-O          ,ENFRIADOR DE ACEITE ORIGINAL DUSTER/OROCH 2.0 F4R,RN,"596554,93","686038,17"
37063,R1170216-O,ENFRIADOR DE ACEITE ORIG LATITUDE,RN,"134874,0","155105,1"
37064,R117021M-I          ,ENFRIADOR DE ACEITE 1.5 DCI MEGANE II,RN,"60217,93","69250,62"
37065,R12100510S          ,BOMBA AGUA SKF-VKPC86698A DUSTER/KANG 1.6 16V K4M,RN,"101320,91","116519,05"
37066,R12100510Z,BOMBA AGUA IMP. CLIO/MEG 1.4/1.6 K4M*E702003,RN,"53555,04","61588,3"
37067,R12100514D          ,CONTRACUERPO B/AGUA R042 R12-DACIA 1.4 FRACES**,RN,"45595,9","52435,29"
37068,R12100517H,BOMBA AGUA HELIODINO 2727  R21 TXI 2.2,RN,"66582,83","76570,25"
37069,R1210051-A          ,BOMBA AGUA -2640800-ACD-    CLIO/MEG 1.6 16V K4M,RN,"57288,33","65881,58"
37070,R12100522O,BOMBA AGUA (C3G) ORIG TWINGO,RN,"238680,0","274482,0"
37071,R12100525Z,BOMBA AGUA IMP. LAGUNA /N7Q*E604002,RN,"108925,23","125264,01"
37072,R12100527D          ,BOMBA AGUA R-211                 LAGUNA 2.2 D-TD**,RN,"117224,0","134807,6"
37073,R12100528Z,BOMBA AGUA IMP. CLIO/EXPR./KANG/E7J*E702501,RN,"108556,29","124839,73"
37074,R12100529S          ,BOMBA AGUA SKF VKPC 86215 A TWINGO 1.1 y 1.2 INY**,RN,"106744,13","122755,75"
37075,R12100529Z,BOMBA AGUA IMP. TWINGO/KANGOO/D7F/D7D*E702001,RN,"69556,27","79989,71"
37076,R1210052-A          ,BOMBA AGUA- 2640804-ACD-   R19/EXP/SCE 1.9D,RN,"47788,08","54956,29"
37077,R1210052-O,BOMBA AGUA ORIG CLIO/SANDERO/KANGOO/LOGAN,RN,"188674,54","216975,72"
37078,R1210052-S          ,BOMBA AGUA SKF VKPC86415A CLIO II/KANGOO 1.6 K7M**,RN,"64934,02","74674,12"
37079,R12100531O          ,BOMBA AGUA ORIG CLIO / TWINGO 1.2  D4F,RN,"114591,47","131780,19"
37080,R12100531S          ,BOMBA AGUA SKF VKPC86418 CLIO/KANG/LOG 1.5 DCI K9K,RN,"113198,89","130178,72"
