id,codigo,descripcion,marca,precio_actual,precio_actualizado
42017,R88163522O,BUTACA ORIG,RN,"7782,0","8949,3"
42018,R88163526O,ARMADURA ASIENTO DELANTERO ORIG,RN,"324115,0","372732,25"
42019,R88163528O,ARMADURA ASIENTO ORIG,RN,"12774,0","14690,1"
42020,R88163529O,ARMADURA ASTO DEL DER ORIG,RN,"185438,0","213253,7"
42021,R88163530O,ARMADURA ASTO ORIG,RN,"971749,0","1117511,35"
42022,R88163533O,ARMADURA ASTO TRAS IZQ B9 ORIG,RN,"44076,0","50687,4"
42023,R88163536O,ARMADURA DE ASIATICA ORIG,RN,"220530,0","253609,5"
42024,R88163537O,ARMADURA DEL DER ORIG,RN,"1042089,0","1198402,35"
42025,R88163538O,ARMADURA DEL IZQ ORIG,RN,"511383,0","588090,45"
42026,R88163541O,ARMADURA RESPALDO ORIG,RN,"3812,0","4383,8"
42027,R88163544O,BASTIDOR 3RA FILA ASIENTO ORIG,RN,"36541,4","42022,61"
42028,R88163548O,BASTIDOR ASIENTO DELANTERO ORIG,RN,"468207,0","538438,05"
42029,R88163549O,BASTIDOR ASIENTO ORIG,RN,"63354,2","72857,33"
42030,R88163550O,BASTIDOR ASIENTO ORIG,RN,"44605,0","51295,75"
42031,R88163555O,BASTIDOR ASIENTO ORIG,RN,"313000,0","359950,0"
42032,R88163557O,BASTIDOR ASTO.DEL.DER. ORIG,RN,"326463,0","375432,45"
42033,R88163558O,BASTIDOR ASTO.DEL.IZQ. ORIG,RN,"445659,0","512507,85"
42034,R88163560O,BASTIDOR RESP.ASTO.TRAS. ORIG,RN,"117953,0","135645,95"
42035,R88163562O,BASTIDOR RESPALDO ASIENTO ORIG,RN,"166994,0","192043,1"
42036,R88163563O,BASTIDOR RESPALDO ASTO DE ORIG,RN,"5989,0","6887,35"
42037,R88163566O,ASIENTO BASICO. ORIG,RN,"257886,0","296568,9"
42038,R88163569O,ARTICULAC ASIENTO IZQ ORIG KOLEOS,RN,"49359,1","56762,97"
42039,R14584064O,TAPIZADO ASIENTO DEL IZQ ORIG KOLEOS,RN,"242936,0","279376,4"
42040,R10523500O,ARANDELA BOMBA COMBUSTIBLE ORIG,RN,"1687,0","1940,05"
42041,R10523502O,ARANDELA CAPTOR VELOCIDAD ORIG,RN,"2410,0","2771,5"
42042,R10523507O,ARANDELA EMPUJE INF CIGUEÑAL (2TR) ORIG KOLEOS,RN,"10761,0","12375,15"
42043,R10523510O,ARANDELA ESPACIADORA ORIG,RN,"9365,0","10769,75"
42044,R10523516O,ARANDELA CAJA ORIG LOG/SAND II,RN,"3689,0","4242,35"
42045,R10523519O,ARANDELA RETEN DIFERENCIAL ORIG DUSTER,RN,"17215,0","19797,25"
42046,R10523522O,ARANDELA ESPAC CORONA CAJA R9/R11/R19/CLIO/KANGOO,RN,"3228,0","3712,2"
42047,R10523534O,ARANDELA ORIG,RN,"1968,0","2263,2"
42048,R10523536O,ARANDELA P(6.8)6X30 ORIG DUSTER,RN,"762,0","876,3"
42049,R10523542O,ARANDELA SEGURIDAD ORIG R 9/11/EXPRESS,RN,"88,0","101,2"
42050,R10523549O,ARO SEEGER DIAM 69 ORIG TRAFIC,RN,"748,0","860,2"
42051,R10523551O,ARO SEEGER ORIG MASTER II,RN,"1558,0","1791,7"
42052,R10523554O,ARO SEEGER DIAM 29 ORIG R21/TRAFIC,RN,"2310,0","2656,5"
42053,R10523490O,TORNILLOS X10 CARCAZA A/A-CALEF ORIG KWID,RN,"9838,0","11313,7"
42054,R10523491O,ARANDELA (4.8)11X22 ORIG,RN,"338,0","388,7"
42055,R83719959O,VARILLA COMANDO AP.PTA IZQ ORIG MASTER II,RN,"4739,0","5449,85"
42056,R83719974O,VARILLA INT TRABA PUERTA TRASERA ORIG KWID,RN,"5234,72","6019,93"
42057,R83719978O,VARILLA COM AP PTA TRAS IZQ ORIG MEGANE,RN,"2659,0","3057,85"
42058,R8371997-O,VARILLA CERRADURA PUERTA ORIGINAL R 19,RN,"3578,0","4114,7"
42059,R83719980O,PESTILLO SEGURO PTA DEL DER ORIG MEGANE,RN,"4954,52","5697,7"
42060,R83719982O,VARILLA COMANDO PUERTA DEL IZQ ORIG SCENIC,RN,"4568,64","5253,94"
42061,R83719983O,VARILLA CERRADURA PUERTA DEL DER ORIG SYMBOL,RN,"5178,15","5954,87"
42062,R8371998-O,VARILLA  CERRADURA INT PTON ORIG MASTER II,RN,"7839,0","9014,85"
42063,R8371999-O,VARILLA CERRADURA PTA DEL IZQ ORIG LOGAN/SANDERO,RN,"1994,0","2293,1"
42064,R837199--O,VARILLA CERRADURA PTA DEL IZQ ORIG CLIO (FASE 1/2),RN,"689,0","792,35"
42065,R83720515O          ,MANIJA EXTERIOR TRASERA DER/IZQ ORIGINAL KOLEOS,RN,"653976,88","752073,41"
42066,R83720516O          ,TAPA CERRADURA MANIJA TRA DER/IZQ ORIG KOLEOS,RN,"292767,98","336683,18"
42067,R83720517O,KIT COMANDO BUTACA DEL IZQ ORIG FLUENCE,RN,"44412,0","51073,8"
42068,R83720519O,EMBELLECEDOR MANIJA DEL IZQ ORIG KOLEOS,RN,"26472,0","30442,8"
42069,R8372051-F          ,MANIJA EXT.IZQ NEGRA PLASTICA             R9/11/18,RN,"18795,93","21615,32"
42070,R83720521M          ,MANIJA EXT.PTA. IZQ. SANDERO/SYMBOL,RN,"14931,44","17171,16"
42071,R83720523O,MANIJA EXT DEL DER ORIG LAGUNA,RN,"4918,0","5655,7"
42072,R83720524O,MANIJA EXTERIOR TRASERA IZQ ORIG MEGANE II,RN,"24479,61","28151,55"
42073,R83720525O,MANIJA INTERIOR PUERTA TRASERA IZQ ORIG ALASKAN,RN,"139872,89","160853,82"
42074,R8372052-F          ,MANIJA EXT.DER/IZQ DEL/TRAS NEGRA PLASTICA  CLIO,RN,"21730,22","24989,75"
42075,R8372053-M          ,MANIJA EXT.IZQ TRAS ACERO INOX.               R 21,RN,"513,35","590,35"
42076,R8372054-O,MANIJA EXT PTA DEL DER ORIG FLUENCE,RN,"61463,5","70683,03"
42077,R8372055-M          ,MANIJA EXT.IZQ TRAS NEGRA               R 21/ALIZE,RN,"1645,0","1891,75"
42078,R8372058-K          ,MANIJA EXT.IZQ.DEL/TRAS.                      KWID,RN,"35155,0","40428,25"
42079,R8372068-K          ,MANIJA EXT.DER.DEL/TRAS.                      KWID,RN,"35155,0","40428,25"
42080,R8372058-M          ,MANIJA EXT.DER/IZQ C/AGUJERO         TRAFIC,RN,"8398,69","9658,49"
42081,R8372059-M          ,MANIJA EXT.PORTON LATERAL S/AGUJERO         TRAFIC,RN,"8398,69","9658,49"
42082,R837205--F          ,MANIJA EXT.DER/IZQ FRENTE ACERO INOX.        R18,RN,"31956,87","36750,4"
42083,R837205K-I,MANIJA EXT. PORTON TRAS.  IMP.  KANGOO /10,RN,"229891,0","264374,65"
42084,R837205--O,MANIJA REGULACION COLUMN DIR ORIG LOG/SAND,RN,"20650,0","23747,5"
42085,R837205-XP          ,MANIJA EXT.PTA IZQ DUS OROCH KAN 2 SAN DEL/TRAS,RN,"26700,0","30705,0"
42086,R8372061-M          ,MANIJA EXT.DER DEL FRENTE ACERO INOX         R 21,RN,"513,35","590,35"
42087,R83720621O,MANIJA EXT PTA DER SANDERO SIMBOL,RN,"107369,65","123475,1"
42088,R83720622O          ,MANIJA EXT PUERTA DEL DER ORIG KANGOO II FURGON,RN,"54301,23","62446,41"
42089,R83720624O,BOTON APERTURA PORTON ORIG TWINGO,RN,"27304,0","31399,6"
42090,R83720627O,PALANCA PTA TRAS DER ORIG MASTER III,RN,"8688,0","9991,2"
42091,R83720628O,MANIJA EXT PTA DEL DER ORIG KOLEOS,RN,"45374,39","52180,55"
42092,R8372062-M          ,MANIJA EXT.DER TRAS FRENTE ACERO INOX.        R 21,RN,"513,35","590,35"
42093,R83720630O,COMANDO APERTURA PTA ORIG,RN,"23575,0","27111,25"
42094,R83720631O,COMANDO APERTURA PTA ORIG,RN,"23575,0","27111,25"
42095,R83720634O,MANIJA EXTERIOR PUERTA DEL IZQ ORIG LAGUNA II,RN,"14672,0","16872,8"
42096,R83720636O,TECLA APERTURA BAUL ORIG LOGAN/SANDERO/KWID,RN,"33069,55","38029,98"
42097,R83720638O,MANIJA  PUERTA TRASERA DERECHA ORIG ALASKAN,RN,"2843988,0","3270586,2"
42098,R83720641O,MANIJA INT PUERTA DEL IZQ ORIG MEGANE III COUPE,RN,"35650,01","40997,51"
42099,R83720642O,MANIJA EXT PUERTA DEL DER ORIG KOLEOS,RN,"362590,97","416979,62"
42100,R8372064-O,JUNTA GOMA MANIJA EXT PORTON TRAS ORIG EXPRESS,RN,"1513,0","1739,95"
42101,R83720653O,MANIJA INTERIOR PUERTA LAT CORREDIZA ORIG KANGOO,RN,"44594,9","51284,14"
42102,R8372065-M          ,MANIJA EXT.DER S/CILINDRO                  KANGOO,RN,"12482,0","14354,3"
42103,R8372065-O,JUNTA MANIJA EXT PTA ORIG FLUENCE,RN,"513,0","589,95"
42104,R8372066-I,MANIJA EXT. PUERTA DEL. DER. IMP KANGOO  /10,RN,"36369,0","41824,35"
42105,R8372066-O,EMBELLECEDOR MANIJA EXT ORIG FLUENCE,RN,"1814,0","2086,1"
42106,R837206--M          ,MANIJA EXT.DER                      R 19 / EXPRESS,RN,"14388,83","16547,15"
42107,R83721711O,CILINDRO PUERTA COMP CON 2 LLAVES ORIG MASTER II,RN,"38809,79","44631,26"
42108,R8372171-O          ,CILINDRO TAPA TANQUE T/ORIG. RENAULT LLAVE ROMBO,RN,"13294,0","15288,1"
42109,R8372173-O,CERRADURA PORTON ORIG R 21 ALIZE,RN,"23348,0","26850,2"
42110,R8372176-O,CILINDRO PTA DEL IZQ ORIG MASTER II,RN,"144514,0","166191,1"
42111,R8372177-O,JUEGO CERRADURA PUERTAS/BAUL ORIGINAL CLIO II,RN,"210734,0","242344,1"
42112,R837217O-M          ,JUEGO CILINDROS PTA. C/LLAVE   CLIO II,RN,"22231,0","25565,65"
42113,R8372178-O          ,JUEGO CILINDRO PUERTA Y BAUL C/LLAVE ORIG ALASKAN,RN,"2227,0","2561,05"
42114,R837217A--          ,CILINDRO PUERTA -DOG 2002 - C/ 2 LLAVES R 4,RN,"23447,88","26965,06"
42115,R837217D-M          ,CILINDRO PUERTA CON LLAVE R9/11/18/FUE/TRAFIC,RN,"9183,0","10560,45"
42116,R837217I--          ,JUEGO CILINDROS PTA.-      R 21 / CLIO,RN,"36039,5","41445,43"
42117,R837217L--          ,CILINDRO PORTON TRAS.-- EXPRESS 2001/,RN,"28852,0","33179,8"
42118,R837217NAM          ,JUEGO CILINDROS PTA C/LLAVE/C/CONTROL SANDERO,RN,"29867,0","34347,05"
42119,R837217P-M          ,JUEGO CILINDROS PTA MEGANE/SCENIC,RN,"22231,0","25565,65"
42120,R837217Q--          ,JUEGO CILINDROS PUERTA CABINA DOG 2218 KANGOO,RN,"56383,69","64841,24"
42121,R837217S--          ,CILINDRO PORTON/TRAS.LEVAD.L/AMAR DOG 2221 KANG,RN,"41424,38","47638,04"
42122,R837217T--          ,JUEGO CILINDROS PUERTA MASTER,RN,"42843,54","49270,07"
42123,R837217T-M          ,JUEGO CILIENDROS PUERTA MASTER II,RN,"21555,0","24788,25"
42124,R837217T-W,JUEGO CILINDROS DE PUERTA MASTER,RN,"40758,9","46872,74"
42125,R837217U--          ,CILINDRO PORTON LATERAL          MASTER,RN,"43106,37","49572,33"
42126,R837217V-W,CILINDRO DE PTA.(PASO VACHETTE) CLIO MIO,RN,"38470,0","44240,5"
42127,R837217Y--          ,CERRADURA PORTON TRASERO DOG 2234   DUSTER /2016,RN,"45419,0","52231,85"
42128,R83722523O,JUEGO MARCOS TECLA L/CRISTAL DEL DER ORIG MEGANE,RN,"32447,0","37314,05"
42129,R83722525O,MANIJA INTERIOR PUERTA DEL IZQ ORIGINAL LATITUD,RN,"118854,0","136682,1"
42130,R83722528O,MANIJA INTERIOR PUERTA ORIG,RN,"16853,0","19380,95"
42131,R83722529O,MANIJA PTA DEL DER ORIG KOLEOS,RN,"337743,01","388404,46"
42132,R83722530O,MARCO MANIJA INT PTA DER ORIG KOLEOS,RN,"10878,0","12509,7"
42133,R83722511O,MANIJA INT DEL IZQ ORIG LAGUNA,RN,"22393,0","25751,95"
42134,R83722515O,EMBELLECEDOR TIRANTE PTA INT DEL DER ORIG LOG/SAND,RN,"131495,0","151219,25"
42135,R83722518O,SOPORTE MANIJA INT DEL IZQ ORIG KOLEOS,RN,"60435,2","69500,48"
42136,R8372251-F          ,MANIJA INT.PTA IZQ NEGRO C/SEG.   R12/TRAFIC 82/89,RN,"9533,89","10963,97"
42137,R8372251-M          ,MANIJA INT.PTA IZQ                           R  21,RN,"941,15","1082,32"
42138,R8372251XP          ,MANIJA INT.PTA.IZQ.C/SEGURO NEGRA     TRAFIC 96/02,RN,"9211,5","10593,23"
42139,R83722521O,SOPORTE MANIJA EXT PTA IZQ ORIG MEGANE II,RN,"27477,0","31598,55"
42140,R8372252-F          ,MANIJA INT.PTA IZQ                        R19/CLIO,RN,"8751,73","10064,49"
42141,R8372252-O,EMB MANIJA TIRANTE INT DEL IZQ ORIG LOG/SAND II,RN,"31924,0","36712,6"
42142,R8372252OM          ,MANIJA INT.PTA IZQ GRIS T/ORIG.          R19/CLIO,RN,"9581,71","11018,97"
42143,R83722532O          ,MANIJA INT PTA TRA IZQ  TECLA L/C ORIG LAGUNA,RN,"21213,0","24394,95"
42144,R83722534O,JUEGO MANIJA PTA DEL INT (D/I) ORIG MEGANE II,RN,"273271,0","314261,65"
42145,R8372254-O,MANIJA PTON TRAS ORIG MEGANE II,RN,"38465,0","44234,75"
42146,R8372255-F          ,MANIJA INT.PTA IZQ          MEGANE/CLIO 2/ SCENIC,RN,"10185,46","11713,28"
42147,R8372256-O,MANIJA INT PTA DEL/IZQ MASTER,RN,"18049,42","20756,83"
42148,R8372257-O,MANIJA INT PTA DEL IZQ ORIG KANGOO,RN,"15539,0","17869,85"
42149,R8372258NP          ,MANIJA INT PTA IZQ DUSTER OROCH SAN LOG DEL/TRAS,RN,"24920,0","28658,0"
42150,R8372259-O,MANIJA INT IZQ ORIG TWINGO,RN,"38919,0","44756,85"
42151,R8372269-P          ,MANIJA INT.PTA.DER.NEGRA DEL/TRAS             KWID,RN,"31150,0","35822,5"
42152,R837225--O,MANIJA INT PTA ORIG R 9/11,RN,"3150,0","3622,5"
42153,R83722610P          ,MANIJA INT.PTA.DER.CROMADA FEL/TRAS           KWID,RN,"31150,0","35822,5"
42154,R83722615O,MANIJA INT TECHO ORIG MEGANE,RN,"7298,0","8392,7"
42155,R83722617O,MARCO MANIJA INT DEL DER ORIG KOLEOS,RN,"11538,0","13268,7"
42156,R8372261-F          ,MANIJA INT.PTA DER NEGRA C/SEG.  R 12/TRAFIC 82/89,RN,"9533,89","10963,97"
42157,R8372261-M          ,MANIJA INT.PTA DER                            R 21,RN,"7958,34","9152,09"
42158,R8372261-O,MANIJA AGARRE INTERIOR TECHO ORIGINAL MEGANE II,RN,"5510,0","6336,5"
42159,R8372261OM          ,MANIJA INT.PTA DER NEGRA C/SEG. R 12 /TRAFIC 82/89,RN,"9581,71","11018,97"
42160,R8372261XP          ,MANIJA INT.PTA.DER.C/SEGURO NEGRA     TRAFIC 96/02,RN,"9211,5","10593,23"
42161,R83722628O,MANIJA PTA INT DER ORIG CLIO II,RN,"32233,0","37067,95"
42162,R83722629O,MANIJA AGARRE TECHO TRASERA D/I ORIG ALASKAN,RN,"24633,02","28327,97"
42163,R8372262-F          ,MANIJA INT.PTA DER                       R 19/CLIO,RN,"9533,89","10963,97"
42164,R8372262-O,MANIJA AGARRE INTERIOR TECHO ORIGINAL SCENIC,RN,"15409,0","17720,35"
42165,R8372262OM          ,MANIJA INT.PTA DER GRIS T/ORIG.          R 19/CLIO,RN,"9581,71","11018,97"
42166,R83722634O,MANIJA INT PUERTA DEL DER ORIG KOLEOS NEGRA,RN,"154101,7","177216,96"
42167,R8372263-F          ,MANIJA INT.PTA DER MARCO NEGRO GAT/CROM.  R9-11-18,RN,"21349,95","24552,44"
42168,R8372264-O,MANIJA CENTRAL TECHO ORIGINAL MASTER III,RN,"16344,0","18795,6"
42169,R8372265-F          ,MANIJA INT.PTA DER        MEGANE / CLIO 2 / SCENIC,RN,"10185,46","11713,28"
42170,R8372265-O,MANIJA TECHO DEL DER ORIG KOLEOS,RN,"40417,0","46479,55"
42171,R8372266-O,MANIJA INT PTA DEL/DER MASTER,RN,"58223,57","66957,11"
42172,R8372267-O,MANIJA INT PTA DEL DER ORIG KANGOO,RN,"14871,0","17101,65"
42173,R8372268CP          ,MANIJA INT PTA DER DUSTER CROMADA DEL/TRAS,RN,"26700,0","30705,0"
42174,R8372268NP          ,MANIJA INT.PTA. DER. DEL/TRAS.NEGRA     DUSTER 11/,RN,"24920,0","28658,0"
42175,R837226--O,MANIJA INTERIOR PUERTA DER ORIGINAL TWINGO,RN,"22666,99","26067,04"
42176,R83724910O,LIMITADOR PUERTA TASERA IZQ ORIG TRAFIC,RN,"47603,0","54743,45"
42177,R83724911-          ,LIMITADOR PUERTA TRASERA               R 19,RN,"8958,0","10301,7"
42178,R83724911O,LIMITADOR PTA DEL D/I ORIG LAGUNA II,RN,"15020,0","17273,0"
42179,R83724912-          ,LIMITADOR PUERTA         EXPRESS,RN,"8550,0","9832,5"
42180,R83724912O,LIMITADOR PTA DEL ORIG LAGUNA,RN,"14461,0","16630,15"
42181,R83724913-          ,LIMITADOR PUERTA         DELANTERO    R 21,RN,"592,0","680,8"
42182,R83724914-          ,LIMITADOR PUERTA            TRASERA   R 21,RN,"1626,0","1869,9"
42183,R8372491-N          ,LIMITADOR DE PORTON T.I.   TRAFIC,RN,"9247,58","10634,72"
42184,R8372491-O,LIMITADOR PORTON TRAS DER ORIG TRAFIC,RN,"4562,0","5246,3"
42185,R8372493-O,LIMITADOR PUERTA TRASERA ORIGINAL MASTER II,RN,"38725,4","44534,21"
42186,R8372494--          ,LIMITADOR PUERTA   CLIO II/SYMBOL  3/5 PTAS DEL,RN,"33157,0","38130,55"
42187,R8372494-O,FRENO LIMITADOR PTA DEL D/I ORIG LATITUD,RN,"46860,1","53889,12"
42188,R8372495--          ,LIMITADOR PUERTA  CLIO II/SYMBOL   5 PUERTAS TRAS,RN,"36451,0","41918,65"
42189,R8372495-O,LIMITADOR PUERTA TRASERA ORIG SYMBOL/CLIO II,RN,"8079,0","9290,85"
42190,R8372496--          ,LIMITADOR PUERTA DELANTERA      MEGANE,RN,"43796,9","50366,44"
42191,R8372497--          ,LIMITADOR PUERTA TRASERA        MEGANE,RN,"21925,0","25213,75"
42192,R8372497-O,LIMITADOR PTAS D/I-DEL/TRAS ORIG LAGUNA II,RN,"38204,6","43935,29"
42193,R8374001--          ,JUEGO COLIZAS PUERTA                     TRAFIC,RN,"220073,15","253084,12"
42194,R83740014O,COLIZA VIDRIO TRAS DER ORIG KOLEOS,RN,"15250,0","17537,5"
42195,R83740016O,COLIZA VIDRIO TRAS DER ORIG FLUENCE,RN,"177263,0","203852,45"
42196,R83740017O,COLIZA VIDRIO PTA TRAS IZQ ORIG SCENIC II,RN,"25735,0","29595,25"
42197,R83740019O,COLIZA VIDRIO ORIG PUERTA TRAS DER R 21,RN,"26093,0","30006,95"
42198,R8374001-O,COLIZA VIDRIO PTA TRAS IZQ ORIG LAGUNA II 01/08,RN,"106265,0","122204,75"
42199,R83740021O,COLIZA VIDRIO PUERTA DEL DER ORIG CLIO,RN,"42260,4","48599,46"
42200,R83740022O,COLIZA VIDRIO PTA DEL IZQ ORIG CLIO (fase 1/2),RN,"20081,24","23093,43"
42201,R83740024O,COLIZA VIDRIO PTA DEL IZQ ORIG R 19,RN,"25630,0","29474,5"
42202,R83740029O,COLIZA VIDRIO INT PTA TRAS DER ORIG LATITUD,RN,"16249,0","18686,35"
42203,R8374003--          ,JUEGO COLIZAS PUERTA DELANTERA C/VENT.       R12,RN,"650,66","748,26"
42204,R83740030O,COLIZA VIDRIO PUERTA DEL IZQ ORIGINAL MASTER III,RN,"37518,0","43145,7"
42205,R83740033O,COLIZA VIDRIO PUERTA ORIG MASTER II,RN,"12687,0","14590,05"
42206,R83740034O,COLIZA TRAS DER ORIG KOLEOS,RN,"21879,0","25160,85"
42207,R83740035O,COLIZA TRAS IZQ ORIG KOLEOS,RN,"9976,0","11472,4"
42208,R83740037O,COLIZA EXT.PUERTA DEL. ORIG TWINGO,RN,"18117,0","20834,55"
42209,R83740038O,COLIZA EXTERNA PUERTA DEL ORIG R 19,RN,"5369,0","6174,35"
42210,R83740039O,COLIZA PTA.DEL.IZQ. ORIG,RN,"13673,0","15723,95"
42211,R8374003-O,COLIZA VIDRIO PTA DEL DER ORIG MASTER III,RN,"9030,0","10384,5"
42212,R83740047O,COLIZA VIDRIO ORIG LATITUD,RN,"10819,0","12441,85"
42213,R83740048O,COLIZA VIDRIO TRAS IZQ ORIG KOLEOS,RN,"16784,0","19301,6"
42214,R83740049O,COLIZA VIDRIO TRAS ORIG KOLEOS,RN,"3581,0","4118,15"
42215,R83740051O,COLIZA VIDRIO PTA TRAS IZQ INT ORIG LOG/SAND,RN,"8650,0","9947,5"
42216,R8374005-O,COLIZA VIDRIO PTA TRAS IZQ ORIG MEGANE II,RN,"38768,0","44583,2"
42217,R8374006-O,COLIZA VIDRIO PTA SUP TRAS DER ORIG LATITUD,RN,"102854,0","118282,1"
42218,R8374007-O,COLIZA VIDRIO TRAS IZQ ORIG R21,RN,"21894,0","25178,1"
42219,R8374008-O,COLIZA PTATRAS DER ORIG LATITUD,RN,"18777,0","21593,55"
42220,R8374009--          ,COLIZA PUERTA DEL. DERECHA                  R11/R9,RN,"36367,0","41822,05"
42221,R837400--O,COLIZA VIDRIO PTA TRAS DER ORIG LOGAN II,RN,"26534,0","30514,1"
42222,R83740110-          ,MAQUINA L/CRISTAL DEL IZQ MANUAL           EXPRESS,RN,"42112,7","48429,61"
42223,R83740111I          ,MAQUINA L/CRISTAL MEC. IMP. IZQ.  MASTER  /2006**,RN,"123668,0","142218,2"
42224,R83740112I          ,MAQUINA L/CRISTAL ELEC. S/MOT IMP IZQ MASTER /06**,RN,"136235,0","156670,25"
42225,R83740113O,MAQUINA L/CRISTAL ELEC DEL IZQ ORIG KANGOO,RN,"485234,0","558019,1"
42226,R83740113V          ,MAQUINA L/CRISTAL ELEC. DEL. IZQ.  KANGOO,RN,"193530,0","222559,5"
42227,R83740114O,BASE VIDRIO MAQUINA L/CRISTAL ORIG KOLEOS,RN,"1244,0","1430,6"
42228,R83740115L,MAQUINA L/CRISTAL DEL.IZQ.ELEC.LOGAN 13/SAND 15/,RN,"37973,6","43669,64"
42229,R83740116O,MAQUINA L/CRISTAL DEL IZQ ORIG COUPE MEGANE III,RN,"69187,94","79566,13"
42230,R83740121O,MAQUINA L/CRISTAL DEL IZQ ELECT ORIG MEGANE,RN,"19250,0","22137,5"
42231,R83740123O,MAQUINA L/CRISTAL IZQ ELECT ORIG CLIO II  3 PTAS,RN,"125800,32","144670,37"
42232,R8374012-O          ,MAQUINA L/CRISTAL DEL IZQ MANUAL CLIO II  3P,RN,"42112,7","48429,61"
42233,R8374012-S          ,MAQUINA L/CRISTAL DEL IZQ ELECT S/MOT    CLIO 2 3P,RN,"65261,7","75050,96"
42234,R8374013--          ,MAQUINA L/CRISTAL DEL IZQ MANUAL CLIO 2/SYMBOL 5PT,RN,"45241,0","52027,15"
42235,R8374013-S          ,MAQUINA L/CRISTAL DEL IZQ ELECT S/MOT  CLIO 2/SYMB,RN,"65261,7","75050,96"
42236,R8374014-O          ,MAQUINA L/CRISTAL DEL IZQ MANUAL           SANDERO,RN,"42112,7","48429,61"
42237,R8374015E-          ,MAQUINA L/CRISTAL DEL IZQ ELECT           R19  93/,RN,"121373,0","139578,95"
42238,R8374016E-          ,MAQUINA L/CRISTAL DEL IZQ ELECT         MEGANE 96/,RN,"121373,0","139578,95"
42239,R8374016-O,MAQUINA L/CRISTAL DEL IZQ MEC ORIG TWINGO,RN,"297123,0","341691,45"
42240,R8374017--          ,MAQUINA L/CRISTAL DEL IZQ MANUAL             LOGAN,RN,"42112,7","48429,61"
42241,R8374017E-          ,MAQUINA L/CRISTAL DEL IZQ ELECT             SCENIC,RN,"121373,0","139578,95"
42242,R8374017-S          ,MAQUINA L/CRISTAL DEL IZQ ELECT S/MOT      SCENIC,RN,"65261,7","75050,96"
42243,R8374018E-          ,MAQUINA L/CRISTAL DEL IZQ ELECT               R 21,RN,"121373,0","139578,95"
42244,R8374018-O,MOTOR MAQUINA L/CRISTAL TRAS IZQ ORIG FLUENCE,RN,"166614,0","191606,1"
42245,R8374019--          ,MAQUINA L/CRISTAL DEL IZQ MANUAL    TRAFIC M/NUEVO,RN,"57598,8","66238,62"
42246,R8374019E-          ,MAQUINA L/CRISTAL DEL IZQ ELECT              LOGAN,RN,"121373,0","139578,95"
42247,R837402---          ,MAQUINA L/CRISTAL DEL DER MANUAL     CLIO 94/99 3P,RN,"42112,7","48429,61"
42248,R8374021--          ,MAQUINA L/CRISTAL DEL DER MANUAL    CLIO 94/99  5P,RN,"42112,7","48429,61"
42249,R83740211O,MAQUINA L/CRISTAL MANUAL DEL DER MASTER II,RN,"34737,0","39947,55"
42250,R83740212O,MAQUINA L/CRISTAL DEL DER ELECT ORIG MEGANE II,RN,"114780,0","131997,0"
42251,R83740214V          ,MAQUINA L/CRISTAL MANUAL DEL. DER.  KANGOO,RN,"67586,4","77724,36"
42252,R83740215O,MAQUINA L/CRISTAL ELECT DEL DER ORIG SCENIC,RN,"121447,54","139664,67"
42253,R83740216O,MOTOR MAQUINA L/CRISTAL TRAS DER ORIG FLUENCE,RN,"64082,9","73695,34"
42254,R83740217O,MAQUINA L/CRISTAL ELECT DEL DER ORIG KANGOO,RN,"58807,0","67628,05"
42255,R83740218O,MOTOR L/CRISTAL DEL DER ORIG MEGANE III,RN,"213180,0","245157,0"
42256,R83740225O,MAQUINA L/CRISTAL DEL DER ELECT ORIG SYMB/CLIO II,RN,"126286,05","145228,96"
42257,R8374022-O          ,MAQUINA L/CRISTAL DEL DER MANUAL        CLIO II 3P,RN,"42112,7","48429,61"
42258,R8374022-S          ,MAQUINA L/CRISTAL DEL DER ELECT S/MOT    CLIO 2 3P,RN,"65261,7","75050,96"
42259,R8374023--          ,MAQUINA L/CRISTAL DEL DER MANUAL CLIO 2/SYMBOL 5PT,RN,"45241,0","52027,15"
42260,R8374023E-          ,MAQUINA L/CRISTAL DEL DER ELECT  CLIO 2/SYMBOL 5PT,RN,"121373,0","139578,95"
42261,R8374023-O          ,MAQUINA L/CRISTAL DEL DER MANUAL       CLIO II 5PT,RN,"23906,0","27491,9"
42262,R8374024E-          ,MAQUINA L/CRISTAL DEL DER ELECT            SANDERO,RN,"121373,0","139578,95"
42263,R8374024-O          ,MAQUINA L/CRISTAL DEL DER MANUAL           SANDERO,RN,"42112,7","48429,61"
42264,R8374026--          ,MAQUINA L/CRISTAL DEL DER MANUAL            MEGANE,RN,"20523,0","23601,45"
42265,R8374026-S          ,MAQUINA L/CRISTAL DEL DER ELECT S/MOT       MEGANE,RN,"65261,7","75050,96"
42266,R8374027-O,MAQUINA L/CRISTAL DEL DER ORIG LOG/SAND,RN,"40645,5","46742,33"
42267,R8374028E-          ,MAQUINA L/CRISTAL DEL DER ELECT               R 21,RN,"121373,0","139578,95"
42268,R8374028-O,MAQUINA L/CRISTAL DEL DER ELECT ORIG CLIO II 3P,RN,"261257,0","300445,55"
42269,R8374028-S          ,MAQUINA L/CRISTAL DEL DER ELECT S/MOT         R 21,RN,"65261,7","75050,96"
